AlgaeBloomReportID,UpdatedOn,CreatedOn,RegionalBoardID,CountyID,Latitude,Longitude,ObservationDate,HasPostedSigns,HasContactWithWater,WaterBodyType,WaterBodyName,WaterBodyManager,RecLandManager,IsIncidentResoloved,IncidentInformation,TypeofSign,OfficialWaterBodyName,BloomLastVerifiedOn,BloomDeterminedBy,ApprovedforPost
1888,12/10/2019 0:00,40:19.8,5,20,37.12162,-119.88822,1/7/2019,Yes,No,Lake/Reservoir,Hensley Lake,US Army Corps Engineers,US Army Corps Engineers,Yes,"12/10/2019: No sampling has occurred at the lake. Satellite imagery indicates cyanobacteria index is low across the lake. Water users should exercise healthy habits when recreating, and follow all posted signs. Contact the Hensley Lake Park Manager for more information on site conditions (559) 673-5151.

08/28/2019: Additional samples collected on August 19, 2019 found cyanobacteria present. Microcystin was detected in both samples at low concentrations (0.17 and 0.19 ug/L), which are below the Caution advisory levels of 0.8 ug/L.  Since people can be sensitive to the cyanobacteria cells and not just toxins, a Caution advisory is recommended and people should exercise healthy habits when recreating. Follow all posted signs and contact the Hensley Lake Park Manager for more information on site conditions (559) 673-5151.

08/19/2019: Bloom Condition Update - Satellite imagery indicates cyanobacteria abundances are mainly concentrated in the upper northeastern side of the lake. Central Valley Water Board staff sampled on August 19, 2019 at two boat ramps on the east and west side of the lake. Results pending. Since people can be sensitive to the cyanobacteria cells and not just toxins, a Caution advisory is recommended and people should exercise healthy habits when recreating. Follow all posted signs and contact the Hensley Lake Park Manager for more information on site conditions (559) 673-5151.

07/19/2019: Bloom Condition Update - Satellite imagery indicates cyanobacteria bloom is continuing at the lake in low to moderate abundance levels. Since people can be sensitive to the cyanobacteria cells and not just toxins, a Caution advisory is recommended and people should exercise healthy habits when recreating. Follow all posted signs and contact the Hensley Lake Park Manager for more information on site conditions (559) 673-5151.

07/01/2019: Bloom Condition Update - Central Valley Water Board staff sampled on June 25, 2019 at two boat ramps on the east and west side of the lake. Both sites had low detections of microcystin. Satellite imagery is indicating a bloom is occuring lake-wide in low to moderate concentrations of cell abundance. Since people can be sensitive to the cyanobacteria cells and not just toxins, a Caution advisory is recommended and people should exercise healthy habits when recreating. Follow all posted signs and contact the Hensley Lake Park Manager for more information on site conditions (559) 673-5151.",Blue-Green Algae Watch Advisory,Hensley Lake,12/10/2019,Neither (Satellite Observation),TRUE
2388,8/27/2020 14:34,33:09.1,5,20,37.120044,-119.8873,8/20/2020,No,Yes,,"Hensley Lake, at southern most boat ramp (west side)",US Army Corps of Engineers,US Army Corps of Engineers,No,On 8/20/2020 Army Corps staff collected a water sample at the southern boat ramp for the holiday assessment. Staff observed a subsurface cyanobacteria bloom in the area. Caution advisory is recommended.,Caution,"Hensley Lake, at southern most boat ramp (west side)",8/20/2020,Observation,TRUE
2212,8/27/2020 14:23,31:00.8,5,20,37.12003,-119.8761,1/10/2020,No,Yes,Lake and Reservoir,"Hensley Lake, East Boat Ramp 1",US Army Corps of Engineers,US Army Corps of Engineers,No,"8/26/2020: Army Corps staff visted the east boat ramp to collect a water sample for the pre-holiday assessment. Visible bloom was observed. Caution signs remain posted. 

02/05/2020 - Water Board staff revisited Hensley Lake at the West and East Boat Ramps to assess water conditions. Visible bloom of cyanobacteria was observed at both locations. No toxin testing conducted. Caution signs are posted to avoid visible bloom areas. Call Hensley Park Rangers for more general information: (559)  673-5151

01/10/2020 - Central Valley Water Board (Fresno) staff visited at the West and East Boat Ramps to assess water conditions. Visible bloom of cyanobacteria was observed at both locations. No toxin testing conducted. General caution advised to avoid visible bloom areas. Water Board staff will continue to monitor conditions. Call Hensley Park Rangers for more general information: (559)  673-5151",Caution,"Hensley Lake, East Boat Ramp 1",8/20/2020,Observation,TRUE
2211,8/27/2020 14:19,23:25.4,5,20,37.1217,-119.883,1/10/2020,Yes,Yes,Lake and Reservoir,"Hensley Lake, West Boat Ramp (1B)",US Army Corps of Engineers,US Army Corps of Engineers,No,"8/26/2020: Army Corps staff visted the west boat ramp to collect water sample for the pre-holiday assessment. Visible bloom was observed. Caution signs remain posted. 

02/05/2020 - Water Board staff revisited Hensley Lake at the West and East Boat Ramps to assess water conditions. Visible bloom of cyanobacteria was observed at both locations. No toxin testing conducted. Caution signs are posted to avoid visible bloom areas. Call Hensley Park Rangers for more general information: (559)  673-5151

01/10/2020 - Central Valley Water Board (Fresno) staff visited Hensley Lake at the West and East Boat Ramps to assess water conditions. Visible bloom of cyanobacteria was observed at both locations. No toxin testing conducted. General caution advised to avoid visible bloom areas. Water Board staff will continue to monitor conditions. Call Hensley Park Rangers for more general information: (559)  673-5151",Caution,"Hensley Lake, at West Boat Ramp",8/20/2020,Observation,TRUE
2353,8/17/2020 10:19,50:49.1,5,31,39.288301,-120.43613,8/1/2020,No,Yes,Lake,Hidden Lake,,US Forest Service,No,"8/17/2020: Samples collected on 8/10 showed very low abundance of cyanobacteria and no toxin producing genes. No HABs advisory for this lake.

8/6/2020: Water Boards received a visual report from 7/31 of green water and potentially elevated cyanobacteria abundance  in a small unnamedlake below Devil's Peak in the Tahoe National Forest. Field investigation is being coordinated between Water Boards, Placer County Environmental Health, and US Forest Service. Samples will be collected next week. Caution advisory until field investigation is completed.",None,Unnamed lake near Devil's Peak (Placer Co.),8/10/2020,Observation,TRUE
1466,9/2/2016 0:00,14:34.4,5,45,40.794513,-122.29453,8/24/2016,No,No,Lake,Holiday Harbor area of Shasta Lake,Unknown,"USDA Service Center, Forest Service Shasta-Trinity National Forest 530-226-2500",No,"In August a cyanobacteria bloom was reported occurring in the Pit River arm of Lake Shasta.  Low concentrations of the toxin, Anatoxin-a, were found and routine monitoring was conducted by the Central Valley Regional Water Quality Control Board (Redding Office). The bloom was sampled and verified at several areas throughout Shasta Lake including the Holiday Harbor.
For more information on this cyanobacteria bloom event, contact Clint Snyder or Bryan Smith at (530) 224-4845.",Caution,Shasta Lake - Holiday Harbor,9/2/2016,Analytical,TRUE
2335,10/1/2020 13:55,19:21.0,5,39,38.0561,-121.45895,7/16/2020,No,No,,Honker Cut at King Island Marina (544SJC546),,,No,"9/30/20: No cyanobacteria were observed. No advisory recommended.

9/3/20: Water sample collected on 8/27/20. Lab analysis results for microcystins are below caution advisory level.

Update: Water sample collected on 8/13/20. Lab analysis results  for microcystins were below caution advisory level. 

On 7/21/20, State Water Boards FHAB Program received lab results of the July 16th water samples collected by Central Valley Regional Water Board staff.  Waterbody managers and stakeholders were notified on 7/28 of the lab analysis results of ND for microcystin in the water sample.",None,Honker Cut at King Island Marina,9/24/2020,Analytical,TRUE
1768,,40:13.5,6,36,34.511256,-117.27386,6/13/2018,No,No,Lake,Horseshoe Lake,San Bernadino County Parks and Recreation,,No,"Regional Water Board staff collected surface water samples on 6/13/2018. Lab results indicate low levels of cyanotoxin (anatoxin-a). Based on the detection of anatoxin-a and site indicators that were observed by the sampling crew, Water Board staff recommends that San Bernardino County Parks and Rec and/or Public Health advise people, who may be recreating in the impacted water, of the potential health risk, by posting Caution signs.",,Horseshoe Lake,6/13/2018,Analytical Test,TRUE
1983,8/27/2019 0:00,09:15.4,5,4,39.77168,-121.78201,6/15/2019,Yes,Yes,Lake/Reservoir,Horseshoe Lake,City of Chico Parks Department (530) 896-7800,City of Chico Parks Department (530) 896-7800,Yes,"08/27/2019: UPDATE - Water conditions at the lake have improved and the bloom appears to have dissipated.  City of Chico is removing barricades around the lake, and to educate park users, the City of Chico is posting an algae advisory sign at the lake to inform pet owners on how to report a bloom and how to protect their pets. Contact the City of Chico Park Division at (530) 896-7800 for more information.

08/06/2019: UPDATE - New water samples were collected on July 31. Results are pending. Contact the city of Chico Parks Department (530) 896-7800 for more information.

07/06/2019: UPDATE - July 29 samples had microscopy done and no cyanobacteria were found in the samples.  No toxin testing was done. Another sampling is scheduled for July 31, 2019. The public is urged to follow all signs and keep pets out of the water until it is safe to do so.

07/19/2019: UPDATE - City of Chico Parks Department has resampled the lake and sent the samples off to be analzyed. Analysis is pending. The public is urged to keep their pets out of the water until the bloom has fully subsided.

06/28/19: Staff visited the site on 06/25/19 and observed the presence of a cyanobacteria bloom. Lab results found the presence of 3 different potential toxin producers in the bloom and found 2 cyanotoxins - Microcystin and Saxitoxin. A Warning Advisory is recommended. Butte County Env. Health posting signs. City of Chico Parks has cordoned off access to lake. Pet owners advised to keep dogs and horses out of the lake till bloom subsides. 

6/20/19: County issued warning advisory to inform the public to avoid contact with lake water during the investigation. Regional Water Board is coordinating with the county to collect samples for water testing. 

06/18/2019 - UNDER INVESTIGATION - on June 15, 2019 a suspicious bloom was reported at Horseshoe Lake. Caller observed bright green scums and streaks on the surface of the water.  No swimming is permitted in the lake, but dogs are allowed in the water. Central Valley Water Board assisting City of Chico Parks Department on bloom response.",None,Horseshoe Lake,8/6/2019,Observation,TRUE
2426,9/4/2020 9:22,01:49.7,6,36,34.510885,-117.27427,7/20/2020,No,No,,Horseshoe Lake at Mojave Narrows Regional Park,,San Bernardino County Regional Parks,No,"UPDATE: On 8/20 samples were collected. Lab results indicate low density cyanobacteria present and non-detect for cyanotoxins. General awareness signs are posted to inform the public of potential HABs, no recreational advisory recommended. 

On 7/20/2020 water samples were collected by County staff to investigate water conditions. Samples were collected from a rec area and boat ramp. Lab results indicate low density cyanobacteria present and low concentration of saxitoxin. No advisory was posted.",None,Horseshoe Lake at Mojave Narrows Regional Park,8/20/2020,Both,TRUE
2047,,37:05.1,6,36,34.510885,-117.27427,7/23/2019,No,No,,"Horseshoe Lake at Mojave Narrows Regional Park, Victorville Ca",Unknown,San Bernardino County Regional Parks,No,"8/30/19: Water samples were tested and confirmed presence of cyanobacteria bloom. Cyanotoxin called saxitoxin was detected. Posting of caution advisory signs recommended based on site specific indicators. 

8/1/19: Regional Parks staff reported dead fish and suspected bloom near the southern end of Horseshoe Lake Located in Mojave Narrows Regional Park. The lake does not support swimming but it is regularly fished and visited by families with dogs. Water Board has coordiated a field visit on 8/6/19.",Caution - Recommended,Horseshoe Lake at Mojave Narrows Regional Park,8/20/2019,Both,TRUE
1520,11/6/2017 0:00,32:59.1,4,19,33.812871,-118.08438,4/6/2017,Yes,No,Lake,Horseshoe Lake near Spring St.,"Long Beach Parks, Recreation, and Marine","Long Beach Parks, Recreation, and Marine",No,"UPDATE 11/6/2017: For two consecutive weeks of sampling, lab results indicate toxins levels are below threshold. Signs have been removed.",Caution,"Horseshoe Lake in Park, near Spring St.",4/18/2017,Observation,TRUE
1704,11/2/2018 0:00,02:51.7,2,28,38.201344,-122.3185,1/12/2018,Yes,No,Pond,"Huichica Pond 8, near Napa River",CA DFW,CA DFW,No,"Update 1-Nov-2018: The bloom is subsiding but can still contain toxins. Previously, DANGER sign posted due to visible bloom and thick algae mat on shoreline since June 2018.  

Bloom continues from late June 2017 (two dog deaths).",DANGER,"Huichica Pond 8, near Napa River",11/1/2018,Observation,TRUE
2423,9/3/2020 14:01,10:45.6,2,28,38.201344,-122.3185,8/26/2020,Yes,No,,"Huichica Pond 8, near Napa River",,Dept. of Fish and Wildlife,No,"9/3/20: Lab results detected low concentration of microcystins in the alal mats. Caution advisory recommended due to visible algal bloom conditions.

Water Board staff conducted monitoring and collected water and algal mat samples at this Pond. Lab results are pending. Due to the observation of algal mats similar to past cyanobacteria (nodularia), caution advisory is posted.",Caution,"Huichica Pond 8, near Napa River",8/26/2020,Observation,TRUE
2057,,22:46.5,6,2,38.746101,-119.7785,7/22/2019,Yes,Yes,,Indian Creek Reservoir,South Tahoe Public Utility District,,No,"Alpine Watershed Group in coordination with the Lahontan Regional Water Board has initiated a new HAB monitoring program to more closely track the water quality in some of Alpine Countys most popular summer recreation reservoirs. AWG began these monitoring efforts in late June and plans to continue through mid October at Red Lake, Indian Creek, and Wet Meadow reservoirs at least once a month. 
Results are listed below for this lake only:
12/12/19: Water samples collected, microcystins detected at low levels, warning advisory remains posted. 
8/8/19: Water samples collected, cyanotoxins elevated, warning advisory posted. Lake users should not swim. Children and dogs should stay away from algae and scum in the water. 
8/2/19: Water samples collected, cyanotoxins detected, caution advisory posted. Lake users to stay away from algae and scum in the water and avoid drinking, or having pets drink the water. Fishing is allowed, but anglers should clean fish fillets with tap water before cooking and throw away the fish guts.",Warning,Indian Creek Reservoir,12/5/2019,Both,TRUE
2229,12/22/2020 11:01,20:14.7,6,2,38.743679,-119.7809,4/28/2020,Yes,Yes,Reservoir with nearby campground.,Indian Creek Reservoir,South Tahoe Public Utility District,BLM,No,"12/22/20: Results from November and early December water testing indicate that microcystins is below the advisory triggers. Recreational advisory will be deposted by water manager.

Results from August 24, 2020 indicate detection of Microcystin at 19.74 ug/L and 14.30 ug/L.  Lake-wide Warning signs are recommended since levels are above the threshold of 6 ug/L. 
 
Results from June 30, 2020 indicate detection of Microcystin at  2.2 ppb. Caution signs have been posted since levels are above the threshold of 0.8 ppb. 

On 5/2/2020 report sent by concerned citizen at the lake observing potential cyanobacteria bloom near the campground and day use area. The Regional Water Board has coordinated water sample collection at the reservoir this week. Based on the submitted photos the bloom appears to be cyanobacteria HAB with accumulations of scum/film material along the shoreline. Caution recreational advisory is recommended.

5/13/2020: District field crews visited ICR and confirmed that Caution Level Advisory Signs placed in Jan 2020 remained in place.

5/5/2020 - RB6 staff coordinated with South Tahoe Public Utility District (District). District collected three samples on 5/5/2020. 
Analysis included microscopy, QPCR and ELISA analyses.

Low levels of microcystins were measured at all three sample locations. Results for total microcystins ranged from 0.79-1.0 ug/L.  The trigger level established for microcystins that is consistent with a caution level advisory is 0.8 ug/L. All samples contained cyanobacteria Dolichospermum sp. And Microcystis.",None,Indian Creek Reservoir,12/10/2020,both,TRUE
2021,12/10/2019 0:00,59:53.4,5,20,37.213088,-119.67611,6/26/2019,Yes,No,Lake,Indian Lakes,Madera County,Madera County Environmental Health,Yes,"Bloom subsided and no advisory in place.

8/14/19: Water samples were tested and 2 cyanotoxins were non detect. Bloom continues and additional sampling is being coordinated.

6/26/19: County staff reported presence of cyanobacteria bloom along the shorelines of the lake and covering ~50% of lake. Also, dead fish are along the shoreline. No swimming is recommended by the County. Regional Water Board staff are coordinating an investigation of the lake to collect water samples.",None,Indian Lakes,8/14/2019,Observation,TRUE
2349,8/26/2020 10:44,09:22.9,5,20,37.210094,-119.68178,7/23/2020,Yes,No,Lake,"Indian Lakes, Coarsegold",,,No,"8/26/20: Samples taken on 8/18/20 detected no cyanotoxins in water samples. 

8/3/2020: Last week Madera County Environmental Health received reports of algae at Indian Lakes. Photographs showed filamentous algae growing along most of the shore. Samples will be collected next week. A Caution advisory is issued until sample results are obtained.",None,"Indian Lakes, Coarsegoald",8/18/2020,Observation,TRUE
1586,9/29/2018 0:00,51:14.6,1,47,41.962236,-122.44046,7/18/2017,Yes,No,Lake,Iron Gate reservoir,PacifiCorp,,No,"In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.

For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.",,Iron Gate Reservoir - Jay Williams Boat Ramp,,,TRUE
1789,9/29/2018 0:00,30:12.3,1,47,41.972514,-122.43646,6/25/2018,Yes,No,Reservoir,Iron Gate Reservoir at Camp Creek,,,No,"In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public healthrecomendations for cyanotoxins the area is posted with a health advisory sign.

For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.",,Iron Gate Reservoir at Camp Creek,,,TRUE
1665,9/29/2018 0:00,07:14.7,1,47,41.962236,-122.44046,8/27/2017,Yes,No,lake,Iron Gate Reservoir at Jay Williams Boat Ramp,PacifiCorp,,No,"In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.

For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.",,Iron Gate Reservoir at Jay Williams Boat Ramp,,,TRUE
1832,9/29/2018 0:00,21:12.4,1,47,41.93477,-122.43504,7/18/2018,Yes,No,reservoir,Iron Gate Reservoir at Log Boom,,,No,"In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public healthrecomendations for cyanotoxins the area is posted with a health advisory sign.

For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.",,Iron Gate Reservoir at Log Boom,,,TRUE
2036,,00:51.7,1,47,41.972514,-122.43646,7/8/2019,No,Yes,,"Iron Gate Reservoir, at Camp Creek",PacificCorp,,Yes,"Klamath Basin Monitoring Program conducts routine monitoring of the Klamath Basin for cyanobacteria and cyanotoxins. In the Basin cyanobacteria blooms typically occur between June and October. When water testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign. This is one of the monitoring locations, water testing results are listed below. For more info:
RESULTS:
11/26/2019: Recreational health advisory signs have been removed from the river. 
9/9/19: microcystin 55 ug/L; Danger advisory
8/19/19: microcystin 18 ug/L; Danger advisory
8/5/19: microcystin 38 ug/L; Danger advisory
7/8/19: water sample collected; microcystins 10 ug/L, warning advisory recommended.",NONE,"Iron Gate Reservoir, at Camp Creek",9/9/2019,Both,TRUE
2323,10/19/2020 11:33,14:24.4,1,47,41.972514,-122.43646,7/13/2020,No,No,Reservoir,"Iron Gate Reservoir, at Camp Creek",Pacificorp,,No,"Klamath Basin Monitoring Program conducts routine monitoring of the Klamath Basin for cyanobacteria and cyanotoxins but due to Covid-19 restrictions, some monitoring activities may be different this year. In the Basin cyanobacteria blooms typically occur between June and October. When water testing indicates that reservoir and river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.",Danger,"Iron Gate Reservoir, at Camp Creek (IRCC)",10/19/2020,Both,TRUE
2037,,03:25.8,1,47,41.962236,-122.44046,7/8/2019,No,Yes,,"Iron Gate Reservoir, at Jay Williams",PacificCorp,,Yes,"Klamath Basin Monitoring Program conducts routine monitoring of the Klamath Basin for cyanobacteria and cyanotoxins. In the Basin cyanobacteria blooms typically occur between June and October. When water testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign. This is one of the monitoring locations, water testing results are listed below. For more info:
RESULTS:
11/26/2019: Recreational health advisory signs have been removed from the river. 
9/9/19: microcystin 9.8 ug/L: Danger advisory
8/19/19: microcystin 39 ug/L; Danger advisory
8/5/19: microcystin 38 ug/L; Danger advisory
7/8/19: water sample collected; warning advisory recommended.",NONE,"Iron Gate Reservoir, at Jay Williams",9/9/2019,Both,TRUE
2324,9/21/2020 11:43,17:01.0,1,47,41.962236,-122.44046,7/13/2020,No,No,Reservoir,"Iron Gate Reservoir, at Jay Williams",Pacificorp,,No,"Klamath Basin Monitoring Program conducts routine monitoring of the Klamath Basin for cyanobacteria and cyanotoxins but due to Covid-19 restrictions, some monitoring activities may be different this year. In the Basin cyanobacteria blooms typically occur between June and October. When water testing indicates that reservoir and river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.
09/21/2020 results: 11 ug/L microcystin",Danger,"Iron Gate Reservoir, at Jay Williams (IRJW)",9/21/2020,Both,TRUE
2031,,00:35.1,1,47,41.93477,-122.43504,7/12/2019,No,Yes,,"Iron Gate Reservoir, at Log Boom",PacificCorp,,Yes,"Klamath Basin Monitoring Program conducts routine monitoring of the Klamath Basin for cyanobacteria and cyanotoxins. In the Basin cyanobacteria blooms typically occur between June and October. When water testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign. This is one of the monitoring locations, water testing results are listed below. For more info:
RESULTS:
11/26/2019: Recreational health advisory signs have been removed from the river. 
9/9/19: microcystin 15 ug/L; Danger advisory
8/19/19: Irongate posted at danger.
7/12/19: water sample collected, warning advisory recommended.",NONE,"Iron Gate Reservoir, at Log Boom",9/9/2019,Both,TRUE
1449,9/9/2016 0:00,8/10/2016 15:10,5,15,35.648032,-118.41637,8/10/2016,No,No,Lake,Isabella Lake,"Kern County Water Master, USACOE, CDFW, USFWS, USFS","Kern County Water Master, USACOE, CADFW, USFWS, USFS",No,"In August cyanobacteria blooms were reported occurring in Kissack Cove at Isabella Lake, and in the Kern River at the Keyesville Recreation Area and Calloway Weir. The Central Valley Regional Water Quality Control Board, along with the Kern County Public Health Services Department, conducted sampling at these sites. The toxin, microcystin was found at two sites along Isabella Lake in Kissack Cove and Paradise Cove. Warning signs were posted. Toxin concentrations in the Kern River were below method detection limits. However, caution is still being urged in the Kern River site near the Calloway Weir due to a report of an animal illness and human illness. It is unknown whether these illnesses were related to cyanobacteria, so the public is being urged to limit body contact recreation in this area. For more information on these cyanobacteria blooms, contact the Kern County Public Health Services Department at (661) 321-3000.",Warning,Isabella Lake,8/10/2016,Analytical,TRUE
2113,10/9/2019 0:00,59:44.1,5,15,35.65168,-118.3793,8/1/2019,Yes,Yes,River,"Isabella Lake, South Fork Wildlife Area",,Kern County Environmental Health Dept (661) 862-8740,No,"9/6/19: Kern County Environmental Health conducted water testing. Lab results detected microcystins 23.6 ug/L. Posted danger advisory.

8/1/19: Kern County Environmental Health conducted water testing and posted danger advisory.",DANGER,"Isabella Lake, South Fork Wildlife Area",9/6/2019,Both,TRUE
1838,,13:51.6,8,13,34.164835,-116.88321,8/7/2018,No,Yes,Lake,"Jenks Lake, near YMCA Camp Round Meadow",TBD,US Forest Service,No,On 8/7/18 received report regarding algal bloom observation and potential human illness after recreating at Jenks Lake on 7/30/18. Water Boards coordinating investigation to determine water conditions in July and current conditions.,None,"Jenks Lake, near YMCA Camp Round Meadow",8/7/2018,Observation,TRUE
1641,,14:01.8,3,42,34.975253,-120.42438,8/10/2017,No,No,Lake,Jim May Park Lake,City of Santa Maria,,No,"Bright green, suspended throughout water column but aggregated at surface into thin solid layer. Lake wide but concentrated at shoreline.  Bight green color, cyanobacteria colonies appear swirled from wind.  Mats of green algae also along shoreline. Water sample collected 8/10/2017 and sent to lab for toxin analysis. Low levels of microcystin and anatoxin-a detected.",Caution,Jim May Park Lake,8/10/2017,Analytical,TRUE
1465,9/2/2016 0:00,10:44.5,5,45,40.736056,-122.22351,8/9/2016,No,No,Lake,Jones Valley area of Shasta Lake,Unknown,"USDA Service Center, Forest Service Shasta-Trinity National Forest 530-226-2500",No,"In August a cyanobacteria bloom was reported occurring in the Pit River arm of Lake Shasta.  Low concentrations of the toxin, Anatoxin-a, were found and routine monitoring was conducted by the Central Valley Regional Water Quality Control Board (Redding Office). The bloom was sampled and verified at several areas throughout Shasta Lake including Jones Valley.
For more information on this cyanobacteria bloom event, contact Clint Snyder or Bryan Smith at (530) 224-4845.",Caution,Shasta Lake - Jones Valley,9/2/2016,Analytical,TRUE
2268,6/5/2020 13:21,23:07.1,5,7,37.894493,-121.61794,6/1/2020,No,No,,Kellogg Creek at Discovery Bay,Town of Discovery Bay; (925)634-1131; https://www.todb.ca.gov/quick-link/algae-update-discovery-bay,,No,6/5/2020: Report submitted describing dense aquatic weed growth (Hyacinth) in Kellogg Creek near confluence of Discovery Bay. Regional Water Board staff confirmed presence of the weeds extending up the creek and limited growth in the Bay. This report does not confirm presence of a HAB and no advisory is recommended.,,"Discovery Bay, at Kellogg Creek",6/4/2020,Observation,TRUE
1443,7/15/2016 0:00,8/2/2016 14:20,3,44,36.9397603,-121.73538,7/15/2016,Yes,No,Lake,Kelly Lake,Private,Private,No,Ongoing Microcystis bloom.,Advisory,Kelly Lake,8/2/2016,Analytical,TRUE
1458,9/9/2016 0:00,8/16/2016 9:49,5,15,35.63894,-118.48448,8/3/2016,No,No,River,Kern River,Unknown,Unknown,No,"In August cyanobacteria blooms were reported occurring in Kissack Cove at Isabella Lake, and in the Kern River at the Keyesville Recreation Area and Calloway Weir. The Central Valley Regional Water Quality Control Board, along with the Kern County Public Health Services Department, conducted sampling at these sites. The toxin, microcystin was found at two sites along Isabella Lake in Kissack Cove and Paradise Cove. Warning signs were posted. Toxin concentrations in the Kern River were below method detection limits. However, caution is still being urged in the Kern River site near the Calloway Weir due to a report of an animal illness and human illness. It is unknown whether these illnesses were related to cyanobacteria, so the public is being urged to limit body contact recreation in this area. For more information on these cyanobacteria blooms, contact the Kern County Public Health Services Department at (661) 321-3000.",Caution,Kern River,9/9/2016,Analytical,TRUE
1620,1/3/2018 0:00,48:47.8,5,15,35.639051,-118.48456,7/19/2017,Yes,No,River,KEYSVILLE SLIPPERY ROCK,TBD,Kern County Parks Department,Yes,"Kern County Environmental Health sampled the river at this location. Toxin test results found microcystin at 0.90 ug/L, which is at the Caution level.  Signs posted warning visitors.  For more information, contact the Kern County Environmental Health Department at (661) 321-3000.",None,"KEYSVILLE SLIPPERY ROCK on Kern River, near Wofford Heights Blvd",7/19/2017,Analytical,TRUE
1558,1/3/2018 0:00,15:26.3,5,15,35.6490583,-118.41805,6/6/2017,Yes,No,Lake and reservoir,Kissack Cove at Lake Isabella,"Kern River Watermaster, Kern County Water Agency, Army Corps","US Forest Service, CDFW, USFWS",Yes,"UPDATE: Kern County Health Services concluded sampling for the year.

Update 11/21/17: Water sample collected by Kern County Health Services staff on 11/08/17 from Kissack Cove.  Staff noted lake looked clear. Lab result detected microcystin at 2.08 ug/L, which is above the Caution level of 0.8 ug/L.  Lab results for anatoxin-a, and cylindrospermopsin were non-detect. Caution sign will be posted by Kern County Health staff.  For more information on the bloom, contact the Kern County Health Services at (661) 321-3000 or (661) 862-8728.

UPDATE: Water samples collected by Kern County Health Services staff on June 20 from Kissack Cove and Paradise Cove. Lab results for Kissack Cove found Anatoxin-a at 0.97 ppb, and Microcystin at 6.40 ppb.  Warning signs will be posted at the site by the Kern County Health Services staff.  For more information on the bloom, contact the Kern County Health Services at (661) 321-3000.

On June 06, Kern County Health Services staff went to Kissack Cove in Lake Isabella to check water conditions for any signs of cyanobacteria.  Staff observed green thick discolored water along the shoreline with small patches of thick green mats and white scum forming along the shore.  Kern County Health Services will be taking the lead for sign posting and public notification.  For more information, contact the Kern County Health Services Department at (661) 321-3000.",None,Kissack Cove in Lake Isabella,11/8/2017,Observation and Analytical Test,TRUE
2111,,17:13.5,1,47,41.185593,-123.70656,8/13/2019,No,Yes,,Klamath River above Trinity River Confluence,,,Yes,"11/26/2019: Recreational health advisory signs have been removed from the river. 

8/30/19: Yurok Tribe Environmental Program reported lab results from samples collected at site. Results recommend posting of caution.",NONE,"Klamath River, above Trinity River Confluence",8/13/2019,both,TRUE
1644,9/29/2018 0:00,37:44.0,1,47,41.823067,-122.96196,8/31/2018,Yes,No,river,Klamath River at Brown Bear River Access,USFS,,No,"In the Klamath Basin cyanobacteria blooms typically occur between June and October when temperatures rise and water conditions are favorable for growth. When testing indicates that river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.

For more information related to current posting levels visit the Klamath Basin Monitoring Program webpage at http://kbmp.net/bga.",,Klamath River at Brown Bear River Access,,,TRUE
2409,10/19/2020 11:35,29:12.3,1,47,41.82307,-122.96197,8/26/2020,No,No,River,Klamath River at Brown Bear River Access (RM 150.00; Public Health),,,No,"Klamath Basin Monitoring Program conducts routine monitoring of the Klamath Basin for cyanobacteria and cyanotoxins but due to Covid-19 restrictions, some monitoring activities may be different this year. In the Basin cyanobacteria blooms typically occur between June and October. When water testing indicates that reservoir and river conditions exceed public health recommendations for cyanotoxins the area is posted with a health advisory sign.",CAUTION,Klamath River at Brown Bear River Access (RM 150.00; Public Health),10/19/2020,Both,TRUE
